grp1,grp1_size,grp2,grp2_size,grp3,grp3_size,p-value
30-34_110,29,35-39_221,88,110,96,2.882756579353879e-05
Others,116,40-44_221,70,30-34,214,0.01760327407450761
30-34_110,29,40-44_115,91,106,40,0.00047424083679980123
60-64_115,26,35-39_115,110,40-44_221,68,0.004580832152274959
60-64_115,26,25-29_115,50,<25_115,28,0.020178090556337576
50-54,80,35-39_221,88,30-34_221,80,0.004888491254624904
25-29,132,30-34,223,35-39_115,132,0.000720577779852795
50-54_115,50,25-29,120,45-49_221,37,0.005211280065988087
110,112,40-44_221,70,30-34,214,0.011414890526117464
40-44_110,24,40-44_115,91,30-34_221,80,0.028245637204252733
60-64,33,25-29,120,Unknown,35,0.0011194250440980196
60-64,33,35-39_115,110,<25,59,7.201685280865225e-05
60-64,33,50-54,74,<25,59,0.0017177724230739639
30-34_110,29,25-29_115,50,25-29_115,29,0.00188769859696533
50-54_115,50,60-64,27,30-34_115,80,0.040992264195581114
60-64,33,45-49_115,81,40-44_115,93,0.00764644993956051
45-49_115,93,25-29,120,50-54,75,0.00402109454934692
40-44_114,24,35-39_115,110,40-44_221,68,0.04538717733830899
50-54_115,50,30-34_Others,36,30-34_115,80,0.01986437375020769
Others,116,30-34,223,45-49,138,0.0018415714219524998
45-49,183,45-49_115,81,50-54,75,0.004136746849356752
30-34_115,99,45-49_221,53,35-39_221,92,0.01100639107197004
50-54,80,45-49_221,53,<25,59,0.028720291457752484
50-54,80,35-39_221,88,114,55,0.03057112128353418
30-34_110,29,25-29_115,50,50-54_221,22,0.003758171163534182
Others,116,110,102,110,96,0.027425050527130828
60-64,33,30-34_115,57,25-29_115,29,0.03834253807720696
114,61,30-34_221,89,35-39_115,132,0.02908601327083282
60-64_115,26,40-44_Others,21,<25,59,0.01753998973171332
60-64_115,26,35-39_115,110,Unknown,35,0.009300704894828912
50-54_115,50,30-34_115,57,110,96,0.025633199843604345
50-54,80,30-34_221,89,50-54,75,0.01292543329868701
30-34_110,29,>65,35,25-29,110,0.001419189791379125
40-44_110,24,55-59,28,110,96,0.031159527995934393
60-64_115,26,35-39_110,29,30-34_115,80,0.016218887463931346
30-34_115,99,40-44_221,70,Unknown,35,0.03849126849720795
50-54,80,25-29,120,50-54,75,0.007353360850394389
35-39,303,110,102,30-34,214,3.0693715333719734e-05
50-54,80,45-49_115,81,45-49,138,0.016973847846108454
60-64_115,26,30-34_221,89,45-49_115,51,0.0044136048665419
30-34_115,99,50-54,74,<25,59,0.0392486502365489
30-34_221,79,25-29_115,50,50-54,75,0.006858489462719103
50-54_115,50,25-29,120,Others,113,0.0029285708393802607
30-34_110,29,30-34_221,89,106,40,5.597180219062176e-05
30-34_110,29,35-39_Others,28,25-29_221,44,0.014833931820263229
25-29_221,28,35-39_115,110,25-29,110,0.024659399711406228
50-54,80,>65,35,25-29,110,0.024142924843834054
50-54_115,50,30-34_221,89,>65,49,0.0056944731779363066
30-34_110,29,30-34_Others,36,35-39_110,28,0.007691892005632391
30-34_110,29,50-54,74,45-49_221,37,0.00783805753322722
30-34_110,29,30-34_221,89,35-39_221,92,1.710159522155223e-05
60-64_115,26,25-29_221,33,25-29_221,44,0.04865095733565291
60-64,33,25-29,120,>65,49,0.00034379231195701734
60-64_115,26,30-34_Others,36,25-29,110,0.0058275064755430135
30-34_115,99,50-54,74,35-39_115,132,0.03859894735413886
30-34_221,79,55-59,28,106,40,0.02449839109506714
25-29_221,28,Others,121,30-34_221,80,0.023483184851768285
30-34_110,29,45-49_115,81,40-44_115,93,0.0022413637338215484
30-34_115,99,40-44_221,70,35-39_221,92,0.020204348068850467
40-44_110,24,Others,121,30-34_115,80,0.03353269661706426
50-54_115,50,Others,121,45-49_221,37,0.00796765029090409
60-64,33,40-44_115,91,110,96,0.00021647323605492158
30-34_110,29,25-29_221,33,30-34_115,80,0.0021812505054071736
30-34_110,29,35-39_221,88,Others,113,0.00019607014083901172
40-44_110,24,45-49_221,53,25-29,110,0.044323095421671815
30-34_115,99,Unknown,45,50-54,75,0.003599811493906067
60-64_115,26,50-54,74,<25,59,0.00765992088169343
60-64_115,26,35-39_115,110,50-54,75,0.007259018929285879
50-54,80,40-44_221,70,<25,59,0.025700558365773438
35-39_115,126,35-39_221,88,50-54,75,0.02037436243786649
30-34_110,29,50-54_115,42,45-49_115,51,0.03483849218032001
30-34_110,29,30-34_115,57,50-54_115,36,0.048690044199213474
30-34,255,40-44_115,91,35-39_221,92,0.00012193248692150924
50-54_115,50,35-39_115,110,45-49_115,51,0.010653792908570407
50-54_115,50,35-39_115,110,40-44_221,68,0.00874774415034059
35-39_221,108,Others,121,50-54,75,0.007021444475800546
60-64,33,40-44_Others,21,110,96,0.0030307204223694573
40-44_110,24,40-44_115,91,110,96,0.02919424162867309
60-64_115,26,25-29,120,45-49_115,51,0.0036766856793040365
60-64_115,26,25-29_221,33,110,96,0.011330822602041728
25-29_221,28,45-49_115,81,25-29,110,0.04834467551213282
30-34_110,29,25-29,120,50-54,75,0.0005204348709535114
40-44_114,24,55-59,28,25-29,110,0.048897894465392805
60-64_115,26,Others,121,110,96,0.0008517690844071885
45-49,183,40-44_221,70,50-54,75,0.00826941322214381
30-34_115,99,45-49_221,53,30-34_115,80,0.026495896262733812
30-34_221,79,40-44_221,70,<25,59,0.04189061063324931
50-54,80,45-49_115,81,106,40,0.028177121065726483
50-54_115,50,30-34_Others,36,110,96,0.010014868928443454
50-54,80,30-34_221,89,114,55,0.0067576624738950935
60-64,33,60-64,27,30-34_115,80,0.007765101583456724
50-54_115,50,35-39_Others,28,110,96,0.027952799071664158
30-34_115,99,55-59,28,114,55,0.007529364667161838
30-34_115,99,35-39_115,110,40-44_115,93,0.0016141631188309725
60-64,33,35-39_221,88,>65,49,0.0028469634468422777
60-64,33,30-34_Others,36,45-49_221,37,0.02169855300691263
<25,90,25-29,120,50-54,75,0.010018759478366864
60-64_115,26,45-49_221,53,25-29_221,44,0.04591705155148302
50-54,80,45-49_115,81,110,96,0.004849492215250501
35-39_115,126,Others,121,50-54,75,0.00826425630801963
30-34_110,29,>65,35,30-34_221,80,0.0035138709810888544
45-49,183,110,102,110,96,0.00236589709484553
30-34_110,29,30-34_Others,36,25-29_115,29,0.006946853616978219
35-39_115,126,Others,121,40-44_115,93,0.03715365759647314
30-34_110,29,35-39_110,29,<25_115,28,0.013316934419937252
30-34_110,29,50-54_115,42,40-44_221,68,0.023233283593524525
30-34_110,29,Others,121,50-54,75,0.0008148899673069376
25-29_221,28,25-29_115,50,30-34_221,80,0.036838005504087
30-34_115,99,45-49_115,81,40-44_115,93,0.0036002879029867676
30-34_110,29,114,71,110,96,0.00012004133676393348
30-34_110,29,60-64,27,30-34_115,80,0.0026452664000299717
35-39_221,108,114,71,50-54,75,0.027226909248781076
45-49_115,93,110,102,106,40,0.03606505800939433
50-54_115,50,25-29,120,25-29,110,0.0011239018109739582
114,61,30-34_221,89,110,96,0.02456617883801795
50-54_115,50,45-49_115,81,25-29,110,0.00506618349989869
50-54_115,50,25-29,120,55-59,37,0.009745822590127948
30-34_115,99,35-39_221,88,50-54,75,0.0015063401387417044
50-54_115,50,45-49_115,81,30-34_115,80,0.009877529339738527
114,61,114,71,30-34,214,0.004708474579167621
60-64,33,25-29_115,50,114,55,0.00620490814368066
45-49,183,40-44_221,70,40-44_115,93,0.026439133118132587
60-64,33,55-59,28,25-29,110,0.00352165439463012
60-64_115,26,45-49_221,53,30-34_115,80,0.020543925495453502
25-29,132,30-34_221,89,30-34,214,0.005929890961598367
60-64,33,40-44_221,70,106,40,0.02867971038183577
35-39_115,126,30-34_221,89,50-54,75,0.005419363619349076
50-54_115,50,30-34_115,57,<25,59,0.030818987782690963
60-64_115,26,Others,121,35-39_Others,36,0.0051138152715981535
35-39,303,110,102,35-39_115,132,0.0008493987423554859
30-34_110,29,25-29_115,50,110,96,6.125879006118945e-05
40-44_114,24,30-34_221,89,45-49_115,51,0.03231402776982732
60-64,33,35-39_115,110,45-49_115,51,0.0012352275771276965
40-44_110,24,35-39_115,110,45-49_115,51,0.026994492086042033
60-64,33,114,71,45-49_221,37,0.012850124820372476
35-39,303,110,102,35-39_221,92,0.0014136276208713227
30-34_110,29,30-34_115,57,<25,59,0.0018833240813908587
30-34_221,79,60-64,27,50-54,75,0.025190321756792353
60-64,33,30-34_221,89,45-49_115,51,0.0010771589800557932
60-64,33,30-34_115,57,25-29_221,44,0.019017376894808407
60-64,33,25-29,120,106,40,0.00024581104834599634
25-29_221,28,45-49_115,81,30-34_221,80,0.04679363665034417
40-44_110,24,Unknown,45,<25,59,0.02665140458058267
35-39,303,50-54,74,40-44_221,68,0.045902899608314014
114,61,25-29,120,40-44_221,68,0.03998084410476818
45-49,183,110,102,45-49,138,0.006134028860923013
30-34_110,29,35-39_114,21,25-29_115,29,0.03596814485146082
30-34_221,79,110,102,45-49_115,51,0.027569340294012618
60-64,33,60-64,27,25-29,110,0.0023833537195586847
60-64,33,35-39_221,88,40-44_221,68,0.00498358154136784
60-64,33,50-54,74,30-34_221,80,0.0017083054937058998
50-54_115,50,45-49_115,81,110,96,0.005103093046990327
30-34_110,29,45-49_221,53,40-44_221,68,0.04315048129812226
30-34_115,99,50-54_115,42,40-44_221,68,0.01655068341608645
50-54,80,40-44_115,91,45-49,138,0.014593889896266546
25-29_221,28,Others,121,40-44_221,68,0.03676979342695442
30-34_110,29,50-54_115,42,>65,49,0.012399350238796594
25-29,132,30-34,223,35-39_221,92,0.0008528524759989035
60-64,33,114,71,114,55,0.012294351043546831
60-64,33,40-44_115,91,114,55,0.0034948702084005106
60-64,33,114,71,110,96,0.0006603874419375663
40-44_221,74,Others,121,40-44_115,93,0.04928234473340226
35-39_115,126,30-34,223,35-39_221,92,0.004085919880556033
114,61,Others,121,30-34,214,0.004632267462632806
30-34_115,99,45-49_221,53,55-59,37,0.028586782387446427
50-54_115,50,35-39_115,110,50-54_115,36,0.014719105885042771
30-34_115,99,60-64,27,45-49_115,51,0.0253927861727238
45-49_221,38,25-29,120,50-54,75,0.017850031709403358
30-34_110,29,25-29_221,33,50-54_221,22,0.04100340598094215
60-64,33,>65,35,<25,59,0.011812412309873826
60-64_115,26,30-34_Others,36,106,40,0.03615839986705209
50-54_115,50,30-34_221,89,40-44_115,93,0.0065609586624422265
60-64,33,50-54,74,35-39_221,92,0.0062114713201691756
60-64_115,26,30-34_Others,36,<25_115,28,0.049630808924237775
60-64,33,25-29_115,50,>65,49,0.005790509018967282
60-64,33,35-39_115,110,35-39_Others,36,0.0008147855695518326
45-49,183,40-44_221,70,30-34,214,0.020256922124178182
30-34_115,99,45-49_221,53,40-44_221,68,0.007677825599655543
50-54,80,45-49_115,81,30-34_221,80,0.006473824888803257
60-64,33,40-44_115,91,40-44_221,68,0.005546556675555331
50-54,80,35-39_115,110,35-39_221,92,0.0035451748731858694
60-64,33,50-54_115,42,<25_115,28,0.03471037749438737
50-54_115,50,45-49_115,81,35-39_Others,36,0.042666382261191675
221,388,45-49,177,35-39_115,132,0.008624385034590324
30-34_115,99,40-44_115,91,40-44_221,68,0.009795849807892484
60-64,33,25-29_115,50,55-59,37,0.017358330546850518
30-34_110,29,35-39_Others,28,<25,59,0.002996460555396156
40-44_110,24,35-39_221,88,30-34_221,80,0.025406314030963054
50-54_115,50,45-49_221,53,110,96,0.01906609748652577
30-34_115,99,110,102,114,55,0.005582152796169966
30-34_221,79,110,102,106,40,0.01645499865338243
50-54_115,50,30-34_221,89,45-49_221,37,0.006098727875950049
50-54_115,50,40-44_221,70,110,96,0.019636694494931148
35-39_115,126,110,102,45-49,138,0.04153679172272834
30-34_110,29,40-44_Others,21,106,40,0.02974515191990731
25-29_221,28,25-29_115,50,110,96,0.034164679558278496
30-34_110,29,35-39_115,110,106,40,7.896246454910938e-05
40-44_114,24,30-34_221,89,106,40,0.03619807240689515
60-64_115,26,50-54_115,42,25-29,110,0.00887944897080794
60-64,33,50-54_115,42,106,40,0.02336245321443464
60-64,33,114,71,40-44_115,93,0.0207183166305844
40-44_110,24,35-39_221,88,110,96,0.026576562449995223
30-34_110,29,50-54_115,42,106,40,0.008899060175025699
40-44_221,74,30-34,223,Others,113,0.0020484394015449587
35-39_221,108,50-54,74,50-54,75,0.03396729237384771
30-34_110,29,Unknown,45,114,55,0.00584976298869891
45-49,183,25-29,120,50-54,75,0.0012296704013753331
60-64,33,25-29,120,40-44_115,93,0.00047803897197890195
40-44_221,74,110,102,30-34_221,80,0.03660584053492132
30-34_110,29,55-59,28,25-29_221,44,0.02639171508765631
50-54_115,50,25-29_115,50,25-29_221,44,0.016943908987742267
30-34_110,29,25-29_221,33,114,55,0.020955224959146108
30-34_221,79,Others,121,40-44_221,68,0.02430344122601082
50-54,80,30-34_221,89,45-49,138,0.002918432987882764
50-54,80,35-39_115,110,110,96,0.0011637787504207506
60-64,33,45-49_115,81,55-59,37,0.012047257768955499
60-64_115,26,60-64,27,25-29,110,0.011812892764767127
50-54_115,50,110,102,110,96,0.0301513444974748
50-54_115,50,25-29,120,106,40,0.0038541485824807346
30-34_115,99,Others,121,50-54,75,0.0007284813048566346
30-34,255,35-39,295,40-44,217,0.00019980539439232574
30-34_115,99,55-59,28,40-44_221,68,0.005029964420204457
30-34_115,99,55-59,28,35-39_Others,36,0.009772733466968038
115,672,115,493,115,486,1.6709344557500188e-06
30-34_115,99,110,102,45-49,138,0.0030968345793972924
60-64_115,26,>65,35,25-29,110,0.016033257241850275
50-54,80,40-44_Others,21,110,96,0.02622779290185449
50-54_115,50,Unknown,45,110,96,0.010186785084077525
60-64,33,110,102,30-34_221,80,0.01378271039850254
25-29,132,35-39_221,88,30-34,214,0.013078894668885076
60-64_115,26,30-34_221,89,110,96,0.0003852132473084036
25-29_221,28,35-39_115,110,106,40,0.0410410813571724
50-54,80,114,71,30-34,214,4.248561520840283e-05
30-34_110,29,40-44_221,70,55-59,37,0.04182396923133001
45-49,183,110,102,>65,49,0.008313936525972137
50-54_115,50,25-29,120,110,96,0.0009841078311299525
30-34_110,29,114,71,35-39_221,92,0.0007174786020807005
40-44_110,24,<25,47,<25,59,0.036773112628015116
25-29_221,28,25-29,120,>65,49,0.03466455734273576
30-34_115,99,55-59,28,110,96,0.0034101977262615464
30-34_110,29,35-39_221,88,35-39_221,92,0.00015325888744681162
50-54,80,114,71,<25,59,0.011020236894036957
50-54,80,35-39_115,110,35-39_115,132,0.0011423717316842998
30-34_110,29,25-29,120,110,96,4.0866205295101444e-06
30-34,255,30-34,223,35-39_221,92,1.1852039881941795e-05
114,61,35-39_115,110,30-34_221,80,0.04832148580071953
60-64,33,25-29,120,45-49_221,37,0.0003771164996357559
50-54_115,50,35-39_221,88,106,40,0.019605185412264983
50-54_115,50,50-54_115,42,<25,59,0.020262509516570257
60-64,33,30-34_Others,36,55-59,37,0.04828689665577428
60-64,33,40-44_115,91,106,40,0.0021001026778835296
40-44_110,24,50-54_115,42,<25,59,0.03698574783711288
>65_115,24,Others,121,50-54,75,0.029109692709691003
40-44_221,74,35-39_115,110,50-54,75,0.014180608360344911
30-34_110,29,114,71,45-49_115,51,0.009460508541851336
114,61,30-34_221,89,50-54,75,0.018364484067963094
30-34_115,99,30-34_221,89,40-44_115,93,0.0007084322874826858
40-44_110,24,Others,121,50-54,75,0.015773409876256146
35-39,303,30-34,223,35-39_115,132,0.02274759116879625
50-54_115,50,30-34_221,89,50-54,75,0.011686959997251898
50-54_115,50,35-39_221,88,25-29,110,0.003987363995337902
60-64,33,Others,121,45-49_115,51,0.0011512409390453378
30-34_110,29,25-29_221,33,35-39_Others,36,0.0321673370669519
30-34_110,29,25-29,120,106,40,4.1876716471596675e-05
60-64_115,26,30-34_221,89,25-29,110,0.0005805188461314814
50-54_115,50,45-49_115,81,106,40,0.02632691464565878
40-44_110,24,Others,121,45-49_115,51,0.030668708859262952
30-34_115,99,<25,47,Unknown,35,0.04631638466555548
30-34_110,29,45-49_115,81,45-49_115,51,0.0031592720863027413
30-34_221,79,114,71,50-54,75,0.011743512205954827
30-34_115,99,55-59,28,>65,49,0.007411271618935033
60-64,33,35-39_Others,28,30-34_115,80,0.010470377819402616
60-64,33,Others,121,50-54_115,36,0.0017178840835270005
60-64_115,26,55-59,28,110,96,0.013643395609857435
30-34_115,99,<25,47,50-54,75,0.005149878101036902
40-44_221,74,30-34,223,35-39_115,132,0.004732317731439824
50-54,80,30-34_115,57,25-29,110,0.018668672134768343
40-44_110,24,110,102,110,96,0.044520850390174546
30-34_110,29,Others,121,>65,49,0.00010899009156593887
30-34_110,29,35-39_114,21,25-29_221,44,0.012150448043520301
221,388,45-49,177,30-34,214,0.015621123998435625
30-34_221,79,50-54_115,42,50-54,75,0.019284143416773095
60-64,33,50-54,74,>65,49,0.020416792209859827
50-54,80,45-49_221,53,30-34_221,80,0.03142348471221431
110,112,50-54,74,30-34,214,0.029187119311679076
Others,116,30-34_221,89,40-44_115,93,0.029652260175850598
